source_org_id,concept_label,weight
BE_BE0449012406_bfa4fc71db,Evolutionary biology,0.3474726676940918
BE_BE0449012406_bfa4fc71db,Gene,0.094522625207901
BE_BE0449012406_bfa4fc71db,Genetics,0.15872535109519958
BE_BE0449012406_bfa4fc71db,Habitat,0.4501504898071289
BE_BE0449012406_bfa4fc71db,Human Microbiome Project,0.5840378999710083
BE_BE0449012406_bfa4fc71db,Human microbiome,0.5101380944252014
BE_BE0449012406_bfa4fc71db,Medicine,0.12795865535736084
BE_BE0449012406_bfa4fc71db,Metagenomics,0.7584229111671448
BE_BE0449012406_bfa4fc71db,Microbial ecology,0.4453139901161194
BE_BE0449012406_bfa4fc71db,Microbiome,0.8278478384017944
BE_BE0449012406_bfa4fc71db,Niche,0.5147614479064941
BE_BE0449012406_bfa4fc71db,Population,0.48571544885635376
BG_BULGARIAN_ACADEMY_OF_SCIENCES_e661e35d4e,Biochemical engineering,0.40951111912727356
BG_BULGARIAN_ACADEMY_OF_SCIENCES_e661e35d4e,Biochemistry,0.0
BG_BULGARIAN_ACADEMY_OF_SCIENCES_e661e35d4e,Bioinformatics,0.16434717178344727
BG_BULGARIAN_ACADEMY_OF_SCIENCES_e661e35d4e,Biology,0.22502821683883667
BG_BULGARIAN_ACADEMY_OF_SCIENCES_e661e35d4e,Biotechnology,0.43968719244003296
BG_BULGARIAN_ACADEMY_OF_SCIENCES_e661e35d4e,Business,0.2945111393928528
BG_BULGARIAN_ACADEMY_OF_SCIENCES_e661e35d4e,Computer science,0.3724450469017029
BG_BULGARIAN_ACADEMY_OF_SCIENCES_e661e35d4e,Data science,0.4231951832771301
BG_BULGARIAN_ACADEMY_OF_SCIENCES_e661e35d4e,Drug discovery,0.689194917678833
BG_BULGARIAN_ACADEMY_OF_SCIENCES_e661e35d4e,Engineering,0.273059219121933
BG_BULGARIAN_ACADEMY_OF_SCIENCES_e661e35d4e,Isolation (microbiology),0.510489821434021
BG_BULGARIAN_ACADEMY_OF_SCIENCES_e661e35d4e,Natural (archaeology),0.47912073135375977
BG_BULGARIAN_ACADEMY_OF_SCIENCES_e661e35d4e,Natural product,0.476485937833786
BG_BULGARIAN_ACADEMY_OF_SCIENCES_e661e35d4e,Paleontology,0.0
BG_BULGARIAN_ACADEMY_OF_SCIENCES_e661e35d4e,Pharmaceutical industry,0.4850582182407379
BG_BULGARIAN_ACADEMY_OF_SCIENCES_e661e35d4e,Risk analysis (engineering),0.4975621998310089
BR_UNIVERSIDADE_FEDERAL_DE_MINAS_GERAIS_37fc2d55a4,Burden of disease,0.6250711679458618
BR_UNIVERSIDADE_FEDERAL_DE_MINAS_GERAIS_37fc2d55a4,Case fatality rate,0.4428708553314209
BR_UNIVERSIDADE_FEDERAL_DE_MINAS_GERAIS_37fc2d55a4,Cause of death,0.44510552287101746
BR_UNIVERSIDADE_FEDERAL_DE_MINAS_GERAIS_37fc2d55a4,Demography,0.5074257254600525
BR_UNIVERSIDADE_FEDERAL_DE_MINAS_GERAIS_37fc2d55a4,Disability-adjusted life year,0.4536948502063751
BR_UNIVERSIDADE_FEDERAL_DE_MINAS_GERAIS_37fc2d55a4,Disease,0.3741859793663025
BR_UNIVERSIDADE_FEDERAL_DE_MINAS_GERAIS_37fc2d55a4,Disease burden,0.537912905216217
BR_UNIVERSIDADE_FEDERAL_DE_MINAS_GERAIS_37fc2d55a4,Environmental health,0.49474141001701355
BR_UNIVERSIDADE_FEDERAL_DE_MINAS_GERAIS_37fc2d55a4,Global health,0.4490731358528137
BR_UNIVERSIDADE_FEDERAL_DE_MINAS_GERAIS_37fc2d55a4,Incidence (geometry),0.46606212854385376
BR_UNIVERSIDADE_FEDERAL_DE_MINAS_GERAIS_37fc2d55a4,Life expectancy,0.38459542393684387
BR_UNIVERSIDADE_FEDERAL_DE_MINAS_GERAIS_37fc2d55a4,Medicine,0.8957659006118774
BR_UNIVERSIDADE_FEDERAL_DE_MINAS_GERAIS_37fc2d55a4,Nursing,0.0
BR_UNIVERSIDADE_FEDERAL_DE_MINAS_GERAIS_37fc2d55a4,Optics,0.0
BR_UNIVERSIDADE_FEDERAL_DE_MINAS_GERAIS_37fc2d55a4,Pathology,0.0
BR_UNIVERSIDADE_FEDERAL_DE_MINAS_GERAIS_37fc2d55a4,Physics,0.0
