org_id,org_name_norm,org_name,country,city,org_type,budget_total_received,nb_projects,latitude,longitude
ES_ESB47663893_ba21e19c46,TECHNICAL PROTEINS NANOBIOTECHNOLOGY SL,TECHNICAL PROTEINS NANOBIOTECHNOLOGY SL,ES,VALLADOLID,PRC,987777.84,4,41.660351,-4.7065226
ES_ESB47665294_f544af1129,ADVANCED MARKER DISCOVERY SL,ADVANCED MARKER DISCOVERY SL,ES,VALLADOLID,PRC,2946654.75,2,41.6521328,-4.728562
ES_ESB47668447_369d961364,ALPHA SYLTEC INGENIERIA SL,ALPHA SYLTEC INGENIERIA SL,ES,VALLADOLID,PRC,50000.0,1,41.706834349999994,-4.854374275220002
ES_ESB47673538_8d324a03e2,CITOSPIN S L,CITOSPIN S.L.,ES,Valladolid,PRC,964126.63,1,41.706834349999994,-4.854374275220002
ES_ESB47692363_c3999a44b5,FIVE FLAMES MOBILE SLL,FIVE FLAMES MOBILE SLL,ES,VALLADOLID,PRC,195562.5,1,41.706834349999994,-4.854374275220002
ES_ESB47696547_ab1dfed90f,MEGAVATIO CONTROL SL,MEGAVATIO CONTROL SL,ES,VALLADOLID,PRC,50000.0,1,41.6521328,-4.728562
ES_ESB47700463_fdabf11d5b,CELLMAT TECHNOLOGIES SL,CELLMAT TECHNOLOGIES SL,ES,Valladolid,PRC,449059.82,2,41.6521328,-4.7285619
ES_ESB47705058_cbef1fd607,RAMAN HEALTH TECHNOLOGIES SL,RAMAN HEALTH TECHNOLOGIES SL,ES,BOECILLO VALLADOLID,PRC,50000.0,1,41.5406814,-4.6993792
ES_ESB47734181_9ebcb3fd77,SMARTRURAL SLL,SMARTRURAL SLL,ES,Valladolid,PRC,58806.25,1,41.706834349999994,-4.854374275220002
ES_ESB47740709_80a05b4927,HANDFLEET SL,HANDFLEET SL,ES,VALLADOLID,PRC,50000.0,1,41.7030484,-4.696950879035127
ES_ESB47753629_05daeeda51,BIOME MAKERS SPAIN SL,BIOME MAKERS SPAIN SL,ES,VALLADOLID,PRC,1759908.38,2,41.706834349999994,-4.854374275220002
ES_ESB47760178_b045aade30,ALADYN SYSTEM SL,ALADYN SYSTEM SL,ES,VALLADOLID,PRC,50000.0,1,41.7030484,-4.696950879035127
ES_ESB47782370_e69547523b,TROVANT TECHNOLOGY SL,TROVANT TECHNOLOGY SL,ES,VALLADOLID,PRC,50000.0,1,41.633931700000005,-4.773235833594027
ES_ESB47788914_6b5cb1c7b5,URBATELIER LCA SL,URBATELIER LCA SL,ES,VALLADOLID,PRC,118125.0,1,41.6520925,-4.7253877
ES_ESB47794425_4763c7d33b,ECOSAT AIRSHIPS SL,ECOSAT AIRSHIPS SL,ES,Leon,PRC,0.0,1,,
ES_ESB48011670_c665617f8f,DOW CHEMICAL IBERICA SL,DOW CHEMICAL IBERICA SL,ES,MADRID,PRC,604342.5,4,40.4167047,-3.7035824
ES_ESB48051957_fdea502d2d,ITC PACKAGING SL,ITC PACKAGING SL,ES,IBI,PRC,475136.75,2,38.9835256,1.4119395
ES_ESB48129969_9063bc7379,REYDESA RECYCLING SL,REYDESA RECYCLING SL,ES,LEGUTIANO (ALAVA),PRC,183071.75,1,42.8557731,-2.665287
ES_ESB48483465_31df734cc6,METALLO SPAIN SOCIEDAD LIMITADA,METALLO SPAIN SOCIEDAD LIMITADA,ES,Bizkaia,PRC,48724.16,1,,
ES_ESB48493001_9925226aea,WALTER PAK SL,WALTER PAK SL,ES,Igorre,PRC,1936550.0,6,43.1642445,-2.7783434
ES_ESB48525133_32b0a5316b,INKOA SISTEMAS SL,INKOA SISTEMAS SL,ES,ERANDIO,PRC,405062.58,3,43.304913,-2.9738085
ES_ESB48677041_f42fa8de5a,ARCELORMITTAL SESTAO SL,ARCELORMITTAL SESTAO SL,ES,Sestao,PRC,392450.0,2,39.3262345,-4.8380649
ES_ESB48689194_6c1f1c0106,CT INGENIEROS AERONAUTICOS DE AUTOMOCION E INDUSTRIALES SL,CT INGENIEROS AERONAUTICOS DE AUTOMOCION E INDUSTRIALES SL,ES,Getafe (Madrid),PRC,1430562.88,5,40.3081807,-3.7302679
ES_ESB48775472_30cb752b33,ALCONZA BERANGO SL,ALCONZA BERANGO SL,ES,Berango,PRC,161756.25,1,39.3262345,-4.8380649
ES_ESB48810345_13248d0d07,CBT COMUNICACION MULTIMEDIA SL,CBT COMUNICACION & MULTIMEDIA SL,ES,LAS ARENAS,PRC,129500.0,2,43.32779085466315,-3.0142875366383963
ES_ESB48821631_158703adfa,LOINTEK INGENIERIA Y TECNICAS DE MONTAJES SL,LOINTEK INGENIERIA Y TECNICAS DE MONTAJES SL,ES,URDULIZ BIZKAIA,PRC,1082500.01,2,43.3730856,-2.9483534
ES_ESB48934038_d421b250ba,BEFESA ALUMINIO SLU,BEFESA ALUMINIO SLU,ES,ERANDIO BIZKAIA,PRC,505965.25,2,43.3055981,-2.9729697
ES_ESB50005701_243a872b07,SOCIEDAD MUNICIPAL ZARAGOZA VIVIENDA SL,SOCIEDAD MUNICIPAL ZARAGOZA VIVIENDA SL,ES,ZARAGOZA,PRC,572425.0,2,41.6560134,-0.8867776
ES_ESB50045285_85134d7fb4,GALA GAR S L,GALA GAR S.L.,ES,ZARAGOZA,PRC,0.0,1,41.670276,-0.864104
ES_ESB50069616_0d436b8f41,BODEGAS LANGA HERMANOS SL,"BODEGAS LANGA HERMANOS, SL",ES,CALATAYUD,PRC,50000.0,1,41.338378500000005,-1.75105241084889
ES_ESB50100411_73a78cb154,MUEBLECONFORT SL,MUEBLECONFORT SL,ES,ZARAGOZA,PRC,73062.5,1,41.6521342,-0.8809428
ES_ESB50219468_3853265714,EUROGAN SL,EUROGAN SL,ES,Zaragoza,PRC,1890110.25,1,41.6521342,-0.8809427
ES_ESB50365220_3ba9da85bc,MAGAPOR SL,MAGAPOR SL,ES,Ejea De Los Caballeros,PRC,284441.21,1,42.1264653,-1.1382958
ES_ESB50442169_a21e758bcf,AVES NOBLES Y DERIVADOS S L,"AVES NOBLES Y DERIVADOS, S.L.",ES,ZARAGOZA,PRC,147437.5,1,41.65169655,-0.7838859016744921
ES_ESB50456243_725ff26e9b,GRUPO TECNICO RIVI,GRUPO TECNICO RIVI,ES,ZARAGOZA,PRC,50000.0,1,41.6521342,-0.8809427
ES_ESB50468891_6179763389,THERMOLYMPIC SL,THERMOLYMPIC SL,ES,Utebo(Zaragoza),PRC,272671.88,1,41.7140829,-0.9943592
ES_ESB50505056_6fc670afe0,ARASOL ARAGONESA DE SOLDADURA SL,ARASOL ARAGONESA DE SOLDADURA SL,ES,CUARTE DE HUERVA,PRC,389625.0,1,41.5935919,-0.9388829
ES_ESB50534205_79780e912f,EQUIMODAL SL,EQUIMODAL SL,ES,Zaragoza,PRC,130000.0,1,41.6521342,-0.8809428
ES_ESB50607019_70e1e46a25,SCANFISK SEAFOOD SL,SCANFISK SEAFOOD SL,ES,ZARAGOZA,PRC,1196845.88,2,41.6521342,-0.8809427
ES_ESB50622489_fe046c6e51,ZEULAB SL,ZEULAB SL,ES,ZARAGOZA,PRC,847054.13,3,41.6521342,-0.8809427
ES_ESB50660679_f1b640c3b3,AGROINDUSTRIAL PASCUAL SANZ SL,AGROINDUSTRIAL PASCUAL SANZ SL,ES,LA PUEBLA DE ALFINDEN,PRC,387751.88,1,41.631587,-0.750884
ES_ESB50695675_76de26a513,MYPA INYECCION SL,MYPA INYECCION SL,ES,MARIA DE HUERVA,PRC,287934.5,1,41.5411825,-0.9947302
ES_ESB50717214_dc6535a188,ZETA AMALTEA SL,ZETA AMALTEA SL,ES,Zaragoza,PRC,112500.0,2,41.6709705,-0.8798234
ES_ESB50776947_00cbdfc722,IMPLASER 99 SLL,IMPLASER 99 SLL,ES,ZARAGOZA,PRC,50000.0,1,41.84004695,-1.1695090092447569
ES_ESB50835669_1d0c7f5abb,NTT DATA SPAIN SOLUCIONES TECNOLOGICAS SL,NTT DATA SPAIN SOLUCIONES TECNOLOGICAS SL,ES,ZARAGOZA,PRC,192626.53,8,41.65169655,-0.7838859016744921
ES_ESB50840255_219a37d883,BIOSURYA SL,BIOSURYA SL,ES,Cuarte De Huerva,PRC,17404.41,1,,
ES_ESB50856004_824956a930,SISENER INGENIEROS SL,SISENER INGENIEROS SL,ES,Zaragoza,PRC,1693109.36,2,41.6576474,-0.885778
ES_ESB50856913_9b8fd14842,NOLOGIN CONSULTING SL,NOLOGIN CONSULTING SL,ES,Zaragoza,PRC,141938.13,1,41.6576474,-0.885778
ES_ESB50877661_156b3b2f31,PILDO CONSULTING SL,PILDO CONSULTING SL,ES,BARCELONA,PRC,4670172.13,18,41.3825596,2.1771353
ES_ESB50891928_1bd5c5df50,AUTOMATIZACION DE SISTEMAS Y APLICACIONES INDUSTRIALES SL,AUTOMATIZACION DE SISTEMAS Y APLICACIONES INDUSTRIALES SL,ES,PINSEQUE,PRC,50000.0,1,41.7378446,-1.1013851
ES_ESB50918853_fb6388ddad,LEUNAMME TECHNOLOGY SLU,LEUNAMME TECHNOLOGY SLU,ES,Gorraiz,PRC,2080163.0,2,42.821756,-1.5813653
ES_ESB50965466_df10b021a2,COBERTURA LOGISTICA DE TRANSPORTE SOCIEDAD LIMITADA,COBERTURA LOGISTICA DE TRANSPORTE SOCIEDAD LIMITADA,ES,VALTORRES,PRC,50000.0,1,41.2987043,-1.7407117
ES_ESB50980127_7df8ddf8b6,ENTROPHY ZERO SL,ENTROPHY ZERO SL,ES,ZARAGOZA,PRC,331813.22,1,,
ES_ESB50994631_31d190df92,ARCO MET 7 SL,ARCO MET 7 SL,ES,La Muela,PRC,0.0,1,41.580472,-1.1161953
ES_ESB52501749_49659cd8f9,NEOALGAE MICRO SEAWEEDS PRODUCTS SL,NEOALGAE MICRO SEAWEEDS PRODUCTS SL,ES,GIJON,PRC,1319234.3399999999,3,43.5450394,-5.6626442
ES_ESB52513231_00c27c70d2,WEARABLE TECHNOLOGIES SL,WEARABLE TECHNOLOGIES SL,ES,GIJON,PRC,50000.0,1,43.5450394,-5.6626442
ES_ESB52522638_6c8c34509d,GESTION E INNOVACION EN EFICIENCIAENERGETICA SL,"GESTION E INNOVACION EN EFICIENCIAENERGETICA, SL",ES,GIJON,PRC,50000.0,1,43.5450394,-5.6626443
ES_ESB52528601_e96a472291,ZAPIENS TECHNOLOGIES SL,ZAPIENS TECHNOLOGIES SL,ES,GIJON,PRC,1487966.38,1,43.5450394,-5.6626443
ES_ESB52540721_d66dad3290,WALDEN MEDICAL NEURO DIGITAL THERAPIES S L,"WALDEN MEDICAL NEURO DIGITAL THERAPIES, S.L.",ES,GIJON,PRC,50000.0,1,43.5450394,-5.6626443
ES_ESB52562428_1a64fd8428,I4LIFE INNOVACION Y DESARROLLOS SOCIEDAD LIMITADA,I4LIFE INNOVACION Y DESARROLLOS SOCIEDAD LIMITADA,ES,GIJON,PRC,50000.0,1,43.5450394,-5.6626443
ES_ESB52572757_618b03f97b,ENFASYS INGENIERIA SL,ENFASYS INGENIERIA SL,ES,GIJON,PRC,0.0,1,39.3262345,-4.8380649
ES_ESB53026357_ef315068d9,SIMRAD SPAIN SLU,SIMRAD SPAIN SLU,ES,VILLAJOYOSA ALICANTE,PRC,15000.0,1,38.522411,-0.243887450069834
ES_ESB53068334_e2687f749f,FABRICA DE JUGUETES SL,FABRICA DE JUGUETES SL,ES,IBI ALICANTE,PRC,257927.25,1,38.623288,-0.5730512
ES_ESB53095469_c62e17f36d,MONTELOEDER SL,MONTELOEDER SL,ES,Elche,PRC,1088889.78,2,38.2653181,-0.6988487
ES_ESB53113494_6899912461,INDUSTRIA AUXILIAR JUEMA SL,INDUSTRIA AUXILIAR JUEMA SL,ES,Onil,PRC,424656.25,2,38.6295723,-0.6738416
ES_ESB53260279_02e3d83b15,RUFEPA TECNOAGRO S L,"RUFEPA TECNOAGRO, S.L.",ES,TORRE PACHECO,PRC,683506.25,2,37.743133,-0.9539014
ES_ESB53349551_619be87bcf,AQUASONIC SL,AQUASONIC SL,ES,FINESTRAT ALICANTE,PRC,476643.88,2,38.6028245,-0.0472058
ES_ESB53546040_2d170dd576,URBANA DE EXTERIORES SL,URBANA DE EXTERIORES SL,ES,ALICANTE,PRC,50000.0,1,38.3653397,-0.7484465269899306
ES_ESB53888566_7576080cfb,TERMOFORMAS DE LEVANTE SL,TERMOFORMAS DE LEVANTE SL,ES,Alcoy,PRC,101018.75,1,39.3262345,-4.8380649
ES_ESB53999645_fc6846e167,EMBEDDED INSTRUMENTS AND SYSTEMS SL,EMBEDDED INSTRUMENTS AND SYSTEMS SL,ES,ELCHE,PRC,50000.0,1,38.4483634,-2.0489954
ES_ESB54166053_fec69b8a00,ALU GROUP S L,Alu Group S.L.,ES,Elche,PRC,133234.0,2,38.2653181,-0.6988487
ES_ESB54166277_e195eaad3b,INNOVATEC SENSORIZACION Y COMUNICACION S L,"INNOVATEC SENSORIZACION Y COMUNICACION, S.L.",ES,Alcoy,PRC,195731.25,2,38.6815439,-0.528873866459412
ES_ESB54170600_4e5c28001c,LINICAL SPAIN SLU,LINICAL SPAIN SLU,ES,MAJADAHONDA MADRID,PRC,0.0,2,40.473055,-3.8724138
ES_ESB54249602_923a4d06ab,EMBENTION SISTEMAS INTELIGENTES SA,EMBENTION SISTEMAS INTELIGENTES SA,ES,Alicante,PRC,500000.0,1,38.3653397,-0.7484465269899306
ES_ESB54315791_18103b60f2,DOMUS INGENIERIA ENERGETICA SL,DOMUS INGENIERIA ENERGETICA SL,ES,ELDA ALICANTE,PRC,344748.95,1,38.4789671,-0.7956758
ES_ESB54335161_bb63acb036,NEW MILLENIUM SPORTS SL,NEW MILLENIUM SPORTS SL,ES,ELCHE ALICANTE,PRC,50000.0,1,38.2653181,-0.6988487
ES_ESB54483656_89251aae16,ENAIR ENERGY SL,ENAIR ENERGY SL,ES,CASTALLA ALICANTE,PRC,803087.0,1,38.6002145,-0.6690461
ES_ESB54543525_cabeab0745,GREENE ENTERPRISE S L,"GREENE ENTERPRISE, S.L.",ES,ELCHE,PRC,68000.0,2,38.2941177,-0.6191207
ES_ESB54585351_0e4219bb02,PAYLOAD AEROSPACE SL,PAYLOAD AEROSPACE SL,ES,ELCHE ALICANTE,PRC,2319664.25,4,38.2653181,-0.6988487
ES_ESB54590872_85d071819f,SIMPLICITY WORKS EUROPE SL,SIMPLICITY WORKS EUROPE SL,ES,ELCHE,PRC,50000.0,1,39.3262345,-4.8380649
ES_ESB54603048_79772963f7,VOXELCARE SL,VOXELCARE SL,ES,ELCHE,PRC,50000.0,1,38.4483634,-2.0489954
ES_ESB54625900_0c81f0a8f2,BIOFLYTECH SL,BIOFLYTECH SL,ES,ALICANTE,PRC,321084.25,3,38.3,-0.5
ES_ESB54644133_45c3576330,TESORO IMAGING SL,TESORO IMAGING SL,ES,ALICANTE,PRC,650000.0,1,38.353738,-0.4901846
ES_ESB54663513_7c9f098a00,TECNOTURBINES S L,TECNOTURBINES S.L.,ES,FORMENTERA DEL SEGURA,PRC,625068.5,1,38.0909412,-0.7283078
ES_ESB54701818_14cd814706,EL CALEIDOSCOPIO PROYECTOS DE CIENCIA Y CULTURA SL,EL CALEIDOSCOPIO PROYECTOS DE CIENCIA Y CULTURA SL,ES,Elche,PRC,151250.0,1,39.3262345,-4.8380649
ES_ESB54723549_dc8c93e6b5,GENETIC ANALYSIS STRATEGIES SL,GENETIC ANALYSIS STRATEGIES SL,ES,Orihuela Alicante,PRC,292450.0,1,38.0906911,-0.946613
ES_ESB54745583_12e6b4c59d,SINGULARGREEN SL,SINGULARGREEN SL,ES,Alicante,PRC,159553.05,1,38.353738,-0.4901846
ES_ESB54806104_a8bc0288d4,ELECGY SOLUTIONS S L,ELECGY SOLUTIONS S.L.,ES,ELCHE ALICANTE,PRC,50000.0,1,38.2898378,-0.6220925
ES_ESB54839717_f94b3e1c4a,CARE APPLICATIONS SL,CARE APPLICATIONS SL,ES,ALCOY,PRC,159590.0,1,39.3262345,-4.8380649
ES_ESB54862602_f5fba1b828,DISTRIBUIDORA ELECTRICA DE CREVILLENT S L U,DISTRIBUIDORA ELECTRICA DE CREVILLENT S.L.U,ES,Alicante,PRC,1042512.67,2,38.247149,-0.8033913
ES_ESB54874409_68e0c70287,APPLYNANO SOLUTIONS S L,APPLYNANO SOLUTIONS S.L.,ES,ALICANTE,PRC,459933.69,2,38.353738,-0.4901846
ES_ESB54908637_a55830c4e7,MUSTHAVE SUNGLASSES SPAIN SL,MUSTHAVE SUNGLASSES SPAIN SL,ES,Alicante,PRC,407750.0,1,38.3,-0.5
ES_ESB54964531_0f61d59207,NUESTRA NUEVA ENERGIA SL,NUESTRA NUEVA ENERGIA SL,ES,Elche Elx Alicante,PRC,933145.64,2,38.2653181,-0.6988488
ES_ESB54978408_02c8b32146,PLASTINHER URBAN SL,PLASTINHER URBAN SL,ES,Elche - Alicante,PRC,262500.0,1,38.2653181,-0.6988488
ES_ESB54992631_f588d639ef,INFORMATION CATALYST SL,INFORMATION CATALYST SL,ES,XATIVA,PRC,763125.0,15,38.6447979,0.0454139
ES_ESB55058481_9cb30c89fc,EDMA INNOVA SL,EDMA INNOVA SL,ES,LA BISBAL D EMPORDA GIRONA,PRC,693500.0,1,41.9598687,3.039616
ES_ESB55061873_0bb6005b45,4SFERA INNOVA SOCIEDAD LIMITADA,4SFERA INNOVA SOCIEDAD LIMITADA,ES,Girona,PRC,465762.5,1,42.2128025,2.4521905
ES_ESB55110514_7ad442a9da,WATTIA INNOVA S L,WATTIA INNOVA S.L.,ES,OLOT,PRC,84148.13,1,42.16757,2.4746911
ES_ESB55121545_d5e25de464,INOLVE NEWTECH SL,INOLVE NEWTECH SL,ES,BEGUR-GIRONA,PRC,129675.0,2,41.9541918,3.2088349
ES_ESB55131957_9bf4737d79,SOCIAL CURRENCIES MANAGEMENT S L,SOCIAL CURRENCIES MANAGEMENT S.L.,ES,GIRONA,PRC,36000.0,1,,
ES_ESB55155105_e203b64e50,EMA DEPURACIO I ENGINYERIA DE L AIGUA,EMA DEPURACIO I ENGINYERIA DE L'AIGUA,ES,Olot,PRC,221263.43,1,42.2128025,2.4521905
ES_ESB55160998_40a8ea0679,INBROOLL INDUSTRIES SL,INBROOLL INDUSTRIES SL,ES,PALOL DE REVARDIT,PRC,264383.0,1,42.1181048,2.7653625
ES_ESB55161921_e2824e9b8c,BAS ALIMENTARIA SOCIEDAD LIMITADA,BAS ALIMENTARIA SOCIEDAD LIMITADA,ES,Sant Esteve D'En Bas,PRC,248150.0,1,42.1184367,2.4577552
ES_ESB55169874_8129b94562,OTC ENGINEERING SOCIEDAD LIMITADA,OTC ENGINEERING SOCIEDAD LIMITADA,ES,OLOT,PRC,217096.25,1,42.2128025,2.4521905
ES_ESB55170641_65f9d4d572,INSYLO TECHNOLOGIES SLU,INSYLO TECHNOLOGIES SLU,ES,GIRONA,PRC,1005113.38,1,42.0731358,2.8357142522894936
ES_ESB55172381_cbbbed8510,CLAITEC SOLUTIONS SL,CLAITEC SOLUTIONS SL,ES,Recinte Firal Figueres,PRC,117875.0,2,40.0028028,-4.0031039
ES_ESB55209241_bc8783b3ee,MJN NEUROSERVEIS SL,MJN NEUROSERVEIS SL,ES,BLANES,PRC,1797810.0,1,41.6756178,2.7932391
ES_ESB55259915_4432ab7fee,3S TECH SOCIEDAD LIMITADA,3S' TECH SOCIEDAD LIMITADA,ES,GIRONA,PRC,50000.0,1,41.9675284,2.8140996
ES_ESB55273395_ef69b9307a,STARMAN AVIATION SOCIEDAD LIMITADA,STARMAN AVIATION SOCIEDAD LIMITADA,ES,GIRONA,PRC,50000.0,1,42.0731358,2.8357142522894936
ES_ESB55279897_db924e9505,IQUA ROBOTICS SOCIEDAD LIMITADA,IQUA ROBOTICS SOCIEDAD LIMITADA,ES,GIRONA,PRC,612750.0,3,41.8485754,2.37464482486876
ES_ESB55301089_df1ce01cb5,PLOA TECHNOLOGY CONSULTANTS SL,PLOA TECHNOLOGY CONSULTANTS SL,ES,Girona,PRC,721593.75,1,41.8485754,2.37464482486876
ES_ESB55321871_448d367132,ALACARTE VENTURES SL,ALACARTE VENTURES SL,ES,FONTANALS DE CERDANYA,PRC,50000.0,1,42.3854586,1.9027353
ES_ESB55512867_ce5d8f4f15,IMICROQ SL,IMICROQ SL,ES,Tarragona,PRC,1233175.0,2,41.38709515,2.170706870350017
ES_ESB55611404_64725ebbf4,EXPLODED VIEW SL,EXPLODED VIEW SL,ES,Madrid,,136904.83000000002,2,40.3441478,-3.8280282
ES_ESB55619746_28f72474dd,AQUA ABIB WATER SOLUTIONS SOCIEDAD LIMITADA,AQUA. ABIB WATER SOLUTIONS SOCIEDAD LIMITADA,ES,TARRAGONA,PRC,1324352.75,1,41.1172364,1.2546057
ES_ESB55664445_98d4699976,PLACE TO PLUG SL,PLACE TO PLUG SL,ES,TARRAGONA,PRC,50000.0,1,41.052951199999995,0.6270262248933516
ES_ESB55713150_2e2d2940b7,KAMLEON VENTURES SL,KAMLEON VENTURES SL,ES,TARRAGONA,PRC,50000.0,1,41.1310386,1.2420462011738511
ES_ESB55716443_57e441e59f,CREATSENS HEALTH SOCIEDAD LIMITADA,CREATSENS HEALTH SOCIEDAD LIMITADA,ES,TARRAGONA,PRC,50000.0,1,41.1310386,1.2420462011738511
ES_ESB55733174_79de94c327,LEAR CORPORATION ENGINEERING SPAIN SOCIEDAD LIMITADA,LEAR CORPORATION ENGINEERING SPAIN SOCIEDAD LIMITADA,ES,Valls,PRC,147604.08,1,41.31170635167161,1.264425576777995
ES_ESB56023476_552b276449,SOLINTAGRO SL,SOLINTAGRO SL,ES,CORDOBA,PRC,429312.5,2,37.8849779,-4.7760131
ES_ESB56052160_391ffa3d6e,A3D ADDITIVE PRINTER SL,A3D ADDITIVE PRINTER SL,ES,CORDOBA,PRC,50000.0,1,37.9034722,-4.786937
ES_ESB56073117_f96b36bd45,GENAQ TECHNOLOGIES SL,GENAQ TECHNOLOGIES SL,ES,CORDOBA,PRC,1114906.5,2,37.84333905,-4.84662521007113
ES_ESB57359465_203c0964a4,ALBATROS MARINE TECHNOLOGIES SL,ALBATROS MARINE TECHNOLOGIES SL,ES,PALMA DE MALLORCA,PRC,35438.59,1,,
ES_ESB57598013_9461f04869,ELEMENTS CENTRO DE GESTIO I DIFUSIO DE PATRIMONI CULTURAL,ELEMENTS CENTRO DE GESTIO I DIFUSIO DE PATRIMONI CULTURAL,ES,PALMA DE MALLORCA,PRC,66720.5,1,39.5695818,2.6500745
ES_ESB57726978_9b1d9ed760,CLINIKA DE KAY SL,CLINIKA DE KAY SL,ES,Palma,PRC,443887.5,1,28.626975700000003,-17.755484706917592
ES_ESB57730582_515d985e59,ALIMENTOMICA S L,ALIMENTOMICA S.L.,ES,Campanet,PRC,234718.75,1,39.3262345,-4.8380649
ES_ESB57773301_0ecbfcc01a,OPTIMAPHARM CONTRACT RESEARCH ORGANISATION S L,OPTIMAPHARM CONTRACT RESEARCH ORGANISATION S.L.,ES,Palma,PRC,939275.0,1,39.5695818,2.6500745
ES_ESB57817942_4f38f4166a,APPLOADING SL,APPLOADING SL,ES,PALMA DE MALLORCA,PRC,50000.0,1,39.55231285,2.72832122386754
ES_ESB57850257_842a7c9ae5,IRIDEON SL,IRIDEON SL,ES,BARCELONA,PRC,2332905.5,6,40.0028028,-4.0031039
ES_ESB57868432_0b277c1533,ANYSOLUTION SL,ANYSOLUTION SL,ES,Palma De Mallorca,PRC,900693.13,4,39.6198308,2.6342506
ES_ESB57916371_ef5e48aca4,INTEGRACION SANITARIA BALEAR SL,INTEGRACION SANITARIA BALEAR SL,ES,Palma De Mallorca,PRC,0.0,1,,
ES_ESB58067943_d5e721bad8,DR CANICIO CONSULTING CHEMIST SL,DR CANICIO CONSULTING CHEMIST SL,ES,TORELLO,PRC,0.0,1,42.0478304,2.2643391
ES_ESB58387143_981518a177,NOSIA SRL,NOSIA SRL,ES,Cubelles,PRC,146562.5,1,39.3262345,-4.8380649
ES_ESB58481151_51f4a9a83d,ENTERPRISE SOLUTIONS CONSULTORIA Y APLICACIONES,ENTERPRISE SOLUTIONS CONSULTORIA Y APLICACIONES,ES,Zaragoza,PRC,0.0,2,,
ES_ESB58568502_c2ad67d0ca,HIDROMECANICA J BASTAN SL,HIDROMECANICA J. BASTAN SL,ES,Sant Pere De Ribes,PRC,50000.0,1,41.2348318,1.7568944
ES_ESB58778838_78a1c1c60c,CERVERO I ASSOCIATS SL,CERVERO I ASSOCIATS SL,ES,BARCELONA,PRC,156875.0,1,41.3996176,2.1496367
ES_ESB58928656_2cae2389c9,MINUARTIA ESTUDIS AMBIENTALS SL,MINUARTIA ESTUDIS AMBIENTALS SL,ES,Barcelona,PRC,229500.0,1,41.370449300000004,2.1500219563810696
ES_ESB59063230_6be702b47c,TRAMA TECNOAMBIENTAL SL,TRAMA TECNOAMBIENTAL SL,ES,Barcelona,PRC,80562.5,1,41.41157083636364,2.186525981818182
ES_ESB59078758_3b4b091936,INGENIERIA MAGNETICA APLICADA SL,INGENIERIA MAGNETICA APLICADA SL,ES,RIPOLLET,PRC,585812.5,1,41.5061086,2.148818640203454
ES_ESB59109272_958f3d88e9,INSERMA ANOIA SL,INSERMA ANOIA SL,ES,La Pobla De Claramunt,PRC,378839.13,1,41.5551874,1.6747485
ES_ESB59303586_ad7e1c18f3,CA IT MANAGEMENT SOLUTIONS SPAIN SL,CA IT MANAGEMENT SOLUTIONS SPAIN SL,ES,Cornella De Llobregat,PRC,0.0,1,,
ES_ESB59553750_2a3d07bc11,EQUIPAMIENTOS CARNICOS SL,EQUIPAMIENTOS CARNICOS SL,ES,GRANOLLERS,PRC,50000.0,1,41.6079555,2.2876008
ES_ESB59559351_7829119be5,COMPANIA ESPANOLA DE LAMINACION SL,COMPANIA ESPANOLA DE LAMINACION SL,ES,Castellbisbal Barcelona,PRC,266612.5,2,41.370449300000004,2.1500219563810696
ES_ESB59785386_f2e3fc248f,MANUFACTURAS ARPE SL,"MANUFACTURAS ARPE, SL",ES,ARENYS DE MUNT,PRC,50000.0,1,41.6095429,2.5400513
ES_ESB59927624_19d2c7af32,LABORATORIOS MAVERICK SL,LABORATORIOS MAVERICK SL,ES,Ulldecona,PRC,0.0,1,39.3262345,-4.8380649
ES_ESB59942110_010866cfff,CUATRECASAS GONCALVES PEREIRA SLP,CUATRECASAS GONCALVES PEREIRA SLP,ES,BARCELONA,PRC,151112.5,1,41.3912379,2.1388038
ES_ESB59966739_b2617420ad,PILZ INDUSTRIEELEKTRONIK SL,PILZ INDUSTRIEELEKTRONIK SL,ES,Granollers,PRC,792085.0,3,41.6079555,2.2876008
ES_ESB60281375_4be09b92a7,AD TELECOM SL,AD TELECOM SL,ES,BADALONA BARCELONA,PRC,100000.0,2,41.4493539,2.248254
ES_ESB60322245_97981eaa87,PROTOTAL SL,PROTOTAL SL,ES,SANTA EULALIA DE RONCANA BARCELONA,PRC,50000.0,1,41.6523952,2.229264
ES_ESB60381720_4fa2c33d30,PAU EDUCATION SL,PAU EDUCATION SL,ES,Barcelona,PRC,95676.41,2,41.370449300000004,2.1500219563810696
ES_ESB60402682_4710539f79,LABORATORIOS ORDESA SL,LABORATORIOS ORDESA SL,ES,Sant Boi De Llobregat,PRC,15660.0,1,41.3361185,2.0428507
ES_ESB60432291_f43e5f0a4b,ADVANCED MUSIC SL,ADVANCED MUSIC SL,ES,Barcelona,PRC,71750.0,1,41.370449300000004,2.1500219563810696
ES_ESB60442530_3d393c3365,KONECRANES AND DEMAG IBERICA SL,KONECRANES AND DEMAG IBERICA SL,ES,Vic,PRC,0.0,1,41.9302021,2.2545943
ES_ESB60472743_1aa5bd22cf,INFAIMON S L,INFAIMON S.L.,ES,BARCELONA,PRC,50000.0,1,41.6017162,2.4066298
